AUC,HB
0.13727434916773973,0.00322744533173136
0.19157453162845428,-0.010936284972885346
0.2565062074074902,0.012411688297945034
0.14952955453940575,-0.010391771469116406
0.445782755349164,-0.025515182185046115
0.10012719168980411,-0.013584971170196525
0.10341900159060913,0.02707181373099843
0.22086794830931922,-0.01585751138459557
0.5063059468449467,-0.04145184486928599
0.1352831019951637,-0.0077271396649081225
0.13729430591846636,0.0051993618544514675
0.10168223427556455,-0.011709568426113037
0.10951864279044088,0.0008617767994536507
0.12921821562946434,-0.0027279018826504853
0.14139659809571725,-0.015027492353041794
0.12917488028406865,-0.012209025318568933
0.12067232019608554,-0.035127242868284725
0.12716051356311198,-0.009898535948721587
0.10458605643635366,-0.00801040535661457
0.15787109272446997,-0.0010504182883792623
0.15348552726490539,-0.0010582495884392529
0.34928260605112627,-0.024790003800987392
0.34786977400953134,-0.037439295680556484
0.1907999599357666,0.015025202187715081
0.20724032921498292,-0.01238775366597622
0.23046363913042,0.01759630889989694
0.1689957151307908,-0.02123130621208702
0.21950489829082898,-0.021289874107282003
0.04366694032007601,0.0027165749345172685
0.20367156291706578,-0.01724598489816742
0.5146036350844199,-0.03435750941673632
0.23596353611979026,-0.016493355572038126
0.2963961549460947,-0.026933838577519964
0.24852820361111583,-0.0001364255750644361
0.12899361890219296,-0.015579631229627466
0.16790685567884367,0.003456905072098948
0.23984921515616264,0.006177502374569599
0.3397470916804721,-0.09103970851468546
1.1721086574137232,0.06345597442624751
0.36416168524435477,0.022718122779977534
0.29463837666020254,-0.03297567225546061
0.21054135144802189,-0.04465292812609789
0.4317662063953236,-0.024189856006771038
0.2570453679371454,0.011887020038173546
0.46966441416338256,-0.03345671153033436
0.6146480609785527,-0.031843041576635756
0.38496796151318335,-0.034393472620322996
0.3149069467156522,-0.03115933587334041
0.20423651872261672,-0.0212056382146244
0.16129195406883667,-0.018367188266282142
0.24975970385352753,-0.0319243238743212
0.14679711633626624,0.0010623032962513435
0.2666674036824688,0.008634519984013878
0.3015673066882272,0.00182206942912444
0.2743167833134592,-0.023832325028223522
0.17903543060243976,-0.021342511884881787
0.34753203856364934,-0.021674796337620705
0.19898239802117956,-0.0006125150547262592
0.21577607237102825,-0.027403775841619904
0.2730223188146539,-0.011175609442446444
0.6245707690460378,-0.04528760390631703
0.15719452807624634,-0.011676746758723766
0.26441167412004773,-0.016346547492361196
0.5878432374552105,-0.051345059767186285
0.2682562844038614,0.010711556807422085
0.13064730072775177,-0.002514205244551704
0.18866467129522135,-0.02104108682038941
0.41595077874527675,-0.02107051522995107
0.15333650810022448,0.011637164813208756
0.09604968821000881,0.009781690225366901
0.37713235959331826,-0.04399117828056376
0.2237385256975415,-0.009250453299770811
0.27690230274350824,-0.012196985005957117
0.2708741143682545,-0.015586144862311357
0.3627577043643626,-0.024507314107694356
0.7345749434555415,-0.021222657897496333
0.42777736240916653,-0.03640212162387968
0.12741928072861697,0.012933600354443797
0.3079961091305634,-0.016453374691494105
0.12189269986596685,-0.01483650840280859
0.5568039775731322,-0.036470299931565364
0.12420340214058712,-0.0043728753109064655
0.24962515664746832,0.008430638930164491
0.4909299509039329,-0.02597434424293965
0.12407236230587415,-0.013909304131544786
0.17187844238434025,-0.006593801974347002
0.09840596254096567,-0.007633006926312191
0.15498091928741786,0.0018232635375028394
0.2869130594906224,-0.040355464996409296
0.1946545785237248,-0.020282462553069536
0.12405640532799111,-0.015180210227200064
0.12088663618202133,-0.014991193412399184
0.2582456137781648,-0.019861206708654322
0.21616418694696193,-0.018885186182771463
0.331580203055033,-0.011072738470787158
0.626710052136545,-0.05272738668783461
0.4164516599903365,0.0588445165798106
