AUC,HB
0.1984111705187388,0.009519494213236612
0.5286678675438452,0.01506508390957606
0.3367966394098403,0.0013931465127825504
0.11156350829696748,-0.0065066103779827245
0.24241837444242265,0.013029514495428884
0.1929837486395627,0.014488097700450453
0.41406441911476577,-0.0514682934681332
0.2600918546786488,-0.007116733522707364
1.1515834856900256,-0.1094891248139902
0.32679822885256726,0.02177319713155157
0.3982544451064314,0.03181201329789474
0.39867514828711137,0.029622830992593663
0.40040614114695927,0.018376447646005545
0.23160555474350986,-0.012853194846684346
0.4695885972760152,0.02974257652022061
0.23865546058277687,-0.024589395923612756
0.12221559266527038,-0.03987685266565677
0.1527425396993749,-0.013807777946567512
0.13845154338105203,-0.006432683867387823
0.1848768676727559,-0.021863157706320635
0.18630148049851414,-0.016559947232963168
0.20981881533043634,-0.0141173692936718
0.4083765128925734,-0.041789379702095175
0.07848359271974914,0.0026998942066711606
0.1965454614983173,0.013055198272923008
0.3812193839403335,0.012647866686165798
0.23614009936318325,0.011119181501271669
0.3670296004647753,0.025244698470487492
0.16487815976051934,0.014767267277420615
0.2825919148417597,0.0030751333961234195
0.211136783069378,-0.008483613273710944
0.09647238364414079,-0.0018174543474742677
0.1262844702532675,0.01152996781274851
1.1755264843595796,0.07549974445464613
0.2445304520360878,0.019843452391796745
0.4198421744404186,0.019077026256127283
0.37024405987904174,0.010885463376325788
0.4035981939014164,-0.09697134111411287
1.3329927720351407,0.09080261502458598
0.5349839236605476,0.046148263216309715
0.4472811546484081,-0.06399501735722879
0.1819986023938327,-0.02748529061136651
0.39595723323509446,-0.018798093289660756
0.34001644933050557,0.01537455884317751
0.6567544303807153,-0.022988791861280333
0.8573311059481057,-0.06631824497526395
0.3687735492549109,-0.027201985280044028
0.0473556652359548,-0.005404066749179037
0.13163167900802364,-0.013792883000860456
0.046630485413516,-0.0062050931355770444
0.36982421829634404,-0.037009911131463014
0.1947593286731717,-0.026786166228703223
0.1423742351726105,0.0029579687216028105
0.05803731836567749,-0.0014539339463226497
0.46719607610157254,0.033962154360779095
0.0871224768961838,-0.011998193829640513
0.35137476025010983,-0.01727253418539476
0.15650639658997534,0.019605941350164358
