AUC,HB
0.20499452510324545,-0.0065508310371029665
0.14873474132607356,-0.010227896124803237
0.36497965790426434,0.040176362020417855
0.3123539857821669,0.01936799758914276
0.31642070329818495,0.0019789373783112296
0.24047333853502195,-0.0012343682317066396
0.21964112918112022,0.02716953987594195
0.2857661635044906,0.011689225743751308
1.2396365691279314,-0.1711767070986383
0.2578029383251703,0.02039671685380995
0.48831709308691273,0.03543916703392824
0.14497321273576347,-0.0005726827496630449
0.3283567430986949,-0.002616932101460634
0.4554279706377784,-0.044992804538253495
0.1730139096672687,-0.023470123937443077
0.29269591179997434,-0.01988388288988574
0.2227458500901065,-0.05302227289803341
0.1759231885219883,-0.013583491743901277
0.15036175293241172,-0.009643298204110806
0.21399248751786715,-0.017005235335190605
0.16046853367011238,-0.013190951820519103
0.7236399992620548,-0.0383449326047014
0.3247226636928602,-0.051130282287374484
0.06827545962942594,0.005652143631706963
0.2933108798902424,0.008822391264502016
0.7585764633960324,-0.040861591160194166
0.7691639414601994,0.09745229568117963
0.8188388458062263,0.09497357040449117
0.1366935998393899,0.015009164529423913
0.3660693995716926,-0.03284333200747369
0.2327507489370646,-0.008187207833600496
0.28807948717340537,-0.02445364049570742
0.4600853675921357,0.0322045619065392
0.5280307593764704,0.015158433406824656
0.1307355992147876,-0.0023048148497224474
0.22229072192249788,0.0016630421327334943
0.8929835863492599,0.03611845466039654
0.5177448185166895,-0.1320216584753382
0.807492932347138,0.007368507892891785
0.4771897662220326,0.01999314139170849
0.21260807271298887,-0.0344111864276897
0.18481633214801008,-0.04023970463684634
0.6791999594411138,-0.031654206063620904
0.3035543492456654,0.015912409859225818
0.8386067460039541,0.037296264920911426
0.756204336360021,-0.029869105939610563
0.45680412255857306,-0.021117845820299408
0.21305682461152742,0.011331244038615296
0.11105428509272741,-0.014442179338644223
0.04938962057494223,-0.0044848198964047015
0.21432922959256473,-0.015181974673041054
0.28265194596493615,-0.032787001130316185
0.16214806398234316,-0.008422695025629423
0.3081238016445269,0.019141776940458044
0.5481926214711379,0.04034196429077497
0.1914706404718629,0.026121503956375136
0.2986689387383237,-0.012009015296939651
0.1947544216617203,0.027987147502031462
0.22757681946889363,0.008130332686391739
0.29546459726044816,-0.006124372270008394
0.7475136437078973,-0.048952559387274164
0.19427120130667674,-0.017425210651225598
0.7693057878208975,-0.0645133483404976
0.8507666539495631,-0.057212502967033174
0.19289231055327605,-0.003014066792871972
0.5644639134215339,-0.04509597716372582
0.5366597939918236,-0.008630461536810685
0.2246809797696656,0.026081119222922666
0.20222879960228113,0.010320513563357281
0.2401233593603891,0.020094401435713394
0.5252725415966566,0.00152409882609561
0.8094812639798903,-0.05211414432724837
0.20492795062348534,0.001897275208889937
0.3003504311876668,0.016940167895768354
0.43930919411916847,-0.006324019255941948
0.6476394399631857,-0.06982712951808878
0.6154218387482828,-0.026570393100115552
0.09608194287108063,0.008014235617054055
0.608637059239463,-0.005726717927856839
0.39569175478285956,0.04205419001452526
0.5653078402201146,-0.020845830188676473
0.5372541159971647,-0.03166695398773811
0.4614214077982197,0.029738682375224812
0.10852962248868181,0.01069251068385313
0.24598848369946325,-0.0017960955079558971
0.1306085963265886,-0.009105498710567872
0.3064508223074256,0.02935456644132728
0.15526987967450623,0.001541616096616849
0.49592961535244484,-0.08664601766592739
0.16717837781514788,-0.022590351320104674
0.4036691031018762,-0.025488232824187662
0.3853824397293977,-0.025838241297719833
0.3996363472483395,-0.015614993463429983
0.30189085840062546,-0.01597969727501436
0.3508586818788544,-0.024589222636862473
0.6546252930174745,-0.05409495058181335
0.24801824169797726,0.01985074427390998
0.45925059920722333,-0.02829840748786694
0.49546019834422594,0.022958932513063246
0.9739334498019758,0.05862341422108841
0.5684725276072058,-0.036187110099504594
0.3073124129900364,0.010225328379092957
0.2424925632268895,-0.0412225804931694
0.20751247899602276,-0.01446827949898477
0.33261838649148956,-0.028911150624310267
0.08454830956790005,0.012553571990338241
0.11441055679443224,-0.006288417653209422
