small,medium
0.3128455184854957,0.13868487202149282
0.9318124542339916,0.3400266578572442
0.795035119211633,0.2691713247251215
0.5026327078657289,0.42367893128785994
0.3134144495538891,0.5668094247889428
0.268806857322776,0.848510715287123
0.8019499887920389,0.7384016323505307
0.3191115333442269,0.6829552598133475
1.185845876734291,0.4260061539740079
1.216786673868576,0.21826445335292988
1.608489568879456,0.4017049461269977
0.45499209181614475,0.2503699337969252
0.8264244430605032,0.3895307245292017
0.747127935292113,0.41586380638644016
0.6265803521541287,0.376244825166296
0.9692845549578166,0.4147360884629663
0.5622012993464054,0.2650024569470233
0.45514277865515496,0.1296115435664582
0.47644829409580325,0.150111087068872
0.6930887772311252,0.19678938569802185
0.6336050814265093,0.21151384627167857
0.3406847760305567,1.281197821523989
0.6676138294803735,0.5407122648079934
0.13997248064411139,0.3777834493388781
0.30621921189055,0.1908916620291734
1.2549039503572104,0.36643490673048973
0.36381711456719756,0.18797787888555462
0.6191457543197032,0.265453263024213
0.6863760965500632,0.41837769532439495
0.4317306389094142,0.2446457249965377
0.5905833234209297,0.16721620129134607
0.19215457625580967,0.46107738307927804
0.17811650859428596,0.20703653760066487
0.8277419793788567,0.677060397261009
0.5307996441681979,0.180454279003591
0.9193605815476928,0.6437512999096029
0.9192271442126625,0.5684833467655181
1.1005766932122043,1.0611205316502463
1.9804333837325032,0.9689505289401836
0.40778235366872906,0.41794100988494876
0.5367959773462729,0.32342829570028897
0.5936757819215046,0.1592654890622498
0.326172522284935,0.32938500877866517
0.4278401567982897,0.40805218700600676
1.2038465850644826,0.8068573486663198
1.123196353474107,0.9489605171502546
0.30477004139243746,0.16502791389419258
0.3218257198762515,0.6646177308240553
0.08433264559143083,0.19892020922977594
0.6620159893370499,0.33731940095709945
0.6391217630418993,0.4663478361347657
0.4957162114435434,0.13448446939890601
0.13592038916670646,0.34496271547881463
0.48252789407183627,0.6860769722939821
0.40172375969831364,0.24191114508410294
0.20661654655039285,0.26747450099814785
0.30554593502492366,0.33253231147362783
0.34358247431801914,0.4699297543568335
0.4749245043318737,0.18964566030997076
0.2231201208578426,0.3236724662465207
0.16031092542631598,0.7871046208476926
0.42627621165487284,0.40533071820397026
2.1949915346337647,0.9389015084751691
1.6606056840173622,0.6287124652535425
1.5965988255801662,0.7064862425996665
1.3636606561713691,0.4816997500844096
1.4156019643472604,0.718749660710742
1.6219998847767982,1.0650579867059662
1.7230948614296793,1.576732761939823
0.6986388293535981,0.1489134132683958
0.5032010227973771,0.8378190983673903
0.2712541151279666,0.5827880514262276
0.35537699799454714,0.5667373357033867
0.10811606138071994,0.5460412440714819
0.48959728350968845,0.26704264738089023
0.39052456335054586,0.22514766746290604
0.3562345769089532,0.6334678958434239
0.44417603713500853,0.12744934352228654
0.3925107442557092,0.43211290758296883
0.018513791087492848,0.11603421226023869
0.5922725915457434,0.5924240665659823
0.19569062534952053,0.47203121924962943
0.5908773479293004,0.6184164940969907
0.4054500693391532,0.123688590364182
0.19661991787654642,0.23801670758711424
0.22101011048039965,0.20475886245505848
0.4916562123766255,0.5006523137561771
0.3585346267973222,0.47498897734070056
0.9561570482702848,0.8026453367861066
0.46983194277287055,0.11393196258802618
0.5637197704576238,0.4493378699794093
0.5111588925835093,0.27159170561166945
0.46025965653801393,0.33487899637759
1.0067330767006126,0.46140070018719115
0.7795259095215457,0.5193532753043826
1.8067379230147438,1.5186459116113014
0.6461408306846437,0.6654991842561913
0.4463383843471789,0.7377206497420232
0.6203163640643083,0.36417443502448066
0.586571951250292,0.5579769708630593
0.3445330537453444,0.44940276510561716
0.3017738370155314,0.1663823590011475
0.667976975418334,0.5698679617402291
0.681787208225785,0.884675345591738
0.7598246601775287,0.3475593255254381
0.33240971754451465,0.2685051023650473
0.30130187781360007,0.43987350855051943
