Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
110.3500       -5927.43     -5994.85        67.42   303.9
110.4000       -5926.75     -5992.37        65.61   295.8
110.4500       -5927.30     -5995.27        67.97   306.4
110.5000       -5930.16     -5996.94        66.78   301.1
110.5500       -5930.02     -5996.00        65.97   297.4
110.6000       -5930.39     -5994.78        64.39   290.3
110.6500       -5926.43     -5993.08        66.64   300.4
110.7000       -5926.77     -5992.17        65.40   294.9
110.7500       -5924.56     -5990.93        66.37   299.2
110.8000       -5928.18     -5994.53        66.35   299.1
110.8500       -5931.55     -5996.64        65.09   293.4
110.9000       -5927.16     -5995.29        68.13   307.2
110.9500       -5928.93     -5994.88        65.95   297.3
111.0000       -5928.81     -5996.31        67.50   304.3
111.0500       -5929.31     -5993.45        64.14   289.2
111.1000       -5925.94     -5991.94        66.00   297.5
111.1500       -5926.41     -5993.16        66.74   300.9
111.2000       -5932.31     -5996.79        64.47   290.7
111.2500       -5929.63     -5995.92        66.29   298.8
111.3000       -5930.24     -5996.89        66.65   300.5
111.3500       -5929.62     -5995.97        66.35   299.1
111.4000       -5929.45     -5995.80        66.36   299.2
111.4500       -5925.75     -5994.06        68.31   308.0
111.5000       -5928.80     -5994.89        66.09   298.0
111.5500       -5928.18     -5995.97        67.80   305.6
111.6000       -5928.99     -5996.15        67.16   302.8
111.6500       -5931.43     -5995.06        63.64   286.9
111.7000       -5924.73     -5993.46        68.73   309.9
111.7500       -5927.62     -5994.03        66.41   299.4
111.8000       -5930.03     -5996.31        66.28   298.8
111.8500       -5928.63     -5994.80        66.17   298.3
111.9000       -5926.77     -5994.61        67.84   305.9
111.9500       -5928.85     -5997.83        68.98   311.0
112.0000       -5933.43     -5999.56        66.13   298.1
112.0500       -5928.86     -5997.18        68.32   308.0
112.1000       -5927.90     -5994.36        66.46   299.6
112.1500       -5929.01     -5995.55        66.53   300.0
112.2000       -5929.03     -5996.09        67.07   302.4
112.2500       -5929.49     -5995.63        66.13   298.1
112.3000       -5933.92     -5998.34        64.42   290.4
112.3500       -5929.78     -5997.75        67.98   306.5
112.4000       -5928.88     -5995.50        66.62   300.4
112.4500       -5930.57     -5996.03        65.46   295.1
112.5000       -5928.29     -5996.37        68.09   307.0
112.5500       -5930.75     -5997.72        66.97   301.9
112.6000       -5929.87     -5997.56        67.70   305.2
112.6500       -5931.30     -5997.75        66.45   299.6
112.7000       -5929.79     -5997.53        67.73   305.4
112.7500       -5930.26     -5996.86        66.60   300.3
112.8000       -5930.74     -5998.20        67.46   304.1
112.8500       -5930.96     -5997.04        66.08   297.9
112.9000       -5929.33     -5994.82        65.49   295.2
112.9500       -5927.69     -5994.97        67.28   303.3
113.0000       -5930.24     -5997.39        67.15   302.8
113.0500       -5931.46     -5997.38        65.92   297.2
113.1000       -5928.19     -5997.10        68.90   310.6
113.1500       -5931.32     -5997.58        66.26   298.7
113.2000       -5929.21     -5995.53        66.33   299.0
113.2500       -5923.77     -5993.30        69.54   313.5
113.3000       -5928.85     -5995.12        66.26   298.7
113.3500       -5930.03     -5994.75        64.72   291.8
113.4000       -5926.31     -5993.05        66.74   300.9
113.4500       -5928.44     -5995.66        67.22   303.0
113.5000       -5928.64     -5994.86        66.22   298.5
113.5500       -5929.31     -5995.16        65.85   296.9
113.6000       -5930.65     -5997.37        66.72   300.8
113.6500       -5928.18     -5994.29        66.11   298.1
113.7000       -5924.79     -5992.37        67.57   304.6
113.7500       -5928.22     -5993.65        65.43   295.0
113.8000       -5925.90     -5992.84        66.94   301.8
113.8500       -5927.25     -5993.39        66.13   298.2
113.9000       -5930.81     -5996.15        65.34   294.6
113.9500       -5928.96     -5994.15        65.19   293.9
114.0000       -5924.67     -5993.01        68.34   308.1
114.0500       -5929.72     -5996.35        66.63   300.4
114.1000       -5931.38     -5997.86        66.48   299.7
114.1500       -5927.99     -5996.40        68.41   308.4
114.2000       -5930.14     -5994.28        64.14   289.1
114.2500       -5928.00     -5994.40        66.39   299.3
114.3000       -5928.90     -5995.79        66.89   301.6
114.3500       -5931.93     -5997.27        65.34   294.6
114.4000       -5929.97     -5997.16        67.19   302.9
114.4500       -5927.77     -5994.82        67.04   302.3
114.5000       -5928.15     -5995.41        67.26   303.2
114.5500       -5930.16     -5996.39        66.23   298.6
114.6000       -5928.36     -5993.84        65.48   295.2
114.6500       -5928.46     -5993.77        65.31   294.4
114.7000       -5931.42     -5995.91        64.49   290.8
114.7500       -5928.19     -5993.64        65.45   295.1
114.8000       -5926.77     -5994.80        68.03   306.7
114.8500       -5930.58     -5995.91        65.33   294.5
114.9000       -5928.75     -5996.53        67.78   305.6
114.9500       -5929.57     -5995.57        66.00   297.6
115.0000       -5929.10     -5995.74        66.64   300.4
115.0500       -5928.37     -5994.55        66.18   298.3
115.1000       -5929.65     -5996.79        67.14   302.7
115.1500       -5932.70     -5997.51        64.81   292.2
115.2000       -5928.95     -5997.12        68.17   307.3
115.2500       -5926.48     -5993.01        66.53   299.9
115.3000       -5932.06     -5996.21        64.14   289.2
115.3500       -5928.53     -5995.24        66.71   300.7
115.4000       -5925.74     -5993.18        67.43   304.0
115.4500       -5929.15     -5995.21        66.06   297.8
115.5000       -5929.21     -5995.46        66.26   298.7
115.5500       -5924.87     -5993.67        68.80   310.2
115.6000       -5929.91     -5995.80        65.88   297.0
115.6500       -5930.27     -5995.84        65.58   295.7
115.7000       -5923.04     -5991.06        68.03   306.7
115.7500       -5926.32     -5992.61        66.28   298.8
115.8000       -5933.26     -5998.82        65.56   295.6
115.8500       -5928.54     -5995.88        67.34   303.6
115.9000       -5924.93     -5991.77        66.84   301.3
115.9500       -5928.49     -5994.48        65.99   297.5
116.0000       -5929.80     -5996.75        66.95   301.9
116.0500       -5927.13     -5993.80        66.67   300.6
116.1000       -5927.36     -5994.17        66.82   301.2
116.1500       -5930.69     -5997.39        66.70   300.7
116.2000       -5929.66     -5997.04        67.38   303.8
116.2500       -5927.31     -5994.01        66.71   300.7
116.3000       -5926.11     -5993.44        67.33   303.5
116.3500       -5928.54     -5995.77        67.23   303.1
116.4000       -5928.76     -5996.79        68.03   306.7
116.4500       -5929.81     -5995.45        65.64   295.9
116.5000       -5926.11     -5993.88        67.77   305.5
116.5500       -5927.88     -5994.86        66.98   302.0
116.6000       -5929.00     -5995.79        66.79   301.1
116.6500       -5928.72     -5995.20        66.48   299.7
116.7000       -5928.56     -5993.56        65.00   293.0
116.7500       -5926.14     -5993.61        67.47   304.2
116.8000       -5929.63     -5994.23        64.61   291.3
116.8500       -5927.85     -5995.66        67.81   305.7
116.9000       -5928.85     -5996.43        67.58   304.7
116.9500       -5930.44     -5996.98        66.53   300.0
117.0000       -5929.11     -5996.39        67.28   303.3
117.0500       -5927.56     -5995.43        67.87   306.0
117.1000       -5931.47     -5998.10        66.63   300.4
117.1500       -5932.45     -5996.61        64.15   289.2
117.2000       -5928.52     -5994.91        66.39   299.3
117.2500       -5931.29     -5995.95        64.66   291.5
117.3000       -5929.57     -5993.62        64.04   288.7
117.3500       -5924.20     -5993.58        69.39   312.8
117.4000       -5926.17     -5993.35        67.17   302.8
117.4500       -5930.60     -5995.50        64.90   292.6
117.5000       -5928.14     -5993.55        65.41   294.9
117.5500       -5927.31     -5993.26        65.95   297.3
117.6000       -5928.91     -5995.47        66.57   300.1
117.6500       -5931.91     -5997.58        65.67   296.1
117.7000       -5932.38     -5996.59        64.21   289.5
117.7500       -5924.76     -5993.62        68.86   310.4
117.8000       -5929.57     -5995.09        65.52   295.4
117.8500       -5930.32     -5995.99        65.67   296.1
117.9000       -5927.34     -5995.24        67.90   306.1
117.9500       -5929.41     -5995.53        66.12   298.1
118.0000       -5929.66     -5997.74        68.07   306.9
118.0500       -5930.67     -5996.46        65.78   296.6
118.1000       -5928.65     -5996.40        67.75   305.4
118.1500       -5929.17     -5996.20        67.03   302.2
118.2000       -5931.88     -5998.37        66.49   299.8
118.2500       -5930.10     -5996.50        66.40   299.3
118.3000       -5927.43     -5994.15        66.72   300.8
118.3500       -5927.42     -5995.12        67.70   305.2
118.4000       -5928.38     -5993.49        65.11   293.5
118.4500       -5926.57     -5993.73        67.16   302.8
118.5000       -5928.74     -5994.64        65.90   297.1
118.5500       -5928.28     -5993.23        64.95   292.8
118.6000       -5929.58     -5993.28        63.70   287.2
118.6500       -5928.03     -5994.35        66.32   299.0
118.7000       -5926.60     -5996.11        69.51   313.4
118.7500       -5928.99     -5996.39        67.40   303.9
118.8000       -5931.10     -5995.43        64.33   290.0
118.8500       -5923.32     -5991.21        67.89   306.1
118.9000       -5929.54     -5993.89        64.35   290.1
118.9500       -5929.72     -5992.84        63.12   284.6
119.0000       -5923.19     -5991.67        68.48   308.8
119.0500       -5928.85     -5994.27        65.41   294.9
119.1000       -5928.06     -5994.24        66.18   298.4
119.1500       -5924.78     -5992.91        68.13   307.2
119.2000       -5925.88     -5994.19        68.31   308.0
119.2500       -5930.32     -5995.58        65.26   294.2
119.3000       -5927.27     -5995.19        67.92   306.2
119.3500       -5927.82     -5994.04        66.23   298.6
119.4000       -5930.16     -5996.75        66.58   300.2
119.4500       -5928.42     -5995.43        67.01   302.1
119.5000       -5928.56     -5995.05        66.49   299.8
119.5500       -5930.72     -5996.11        65.39   294.8
119.6000       -5928.97     -5994.23        65.27   294.2
119.6500       -5926.78     -5993.35        66.57   300.1
119.7000       -5927.38     -5993.68        66.31   298.9
119.7500       -5929.82     -5994.48        64.66   291.5
119.8000       -5929.60     -5995.07        65.47   295.2
119.8500       -5929.22     -5995.88        66.66   300.5
119.9000       -5927.85     -5993.30        65.45   295.1
119.9500       -5926.82     -5994.36        67.54   304.5
120.0000       -5932.03     -5996.55        64.52   290.9
120.0500       -5930.75     -5996.31        65.56   295.6
120.1000       -5927.97     -5994.60        66.63   300.4
120.1500       -5927.95     -5994.16        66.21   298.5
120.2000       -5928.03     -5994.08        66.04   297.7
120.2500       -5928.58     -5995.11        66.54   300.0
120.3000       -5928.34     -5995.85        67.51   304.3
120.3500       -5929.33     -5994.96        65.63   295.9
120.4000       -5925.97     -5992.44        66.48   299.7
120.4500       -5925.42     -5992.02        66.59   300.2
120.5000       -5930.43     -5994.48        64.05   288.8
120.5500       -5927.70     -5994.61        66.91   301.7
120.6000       -5927.68     -5995.85        68.18   307.4
120.6500       -5929.39     -5997.85        68.46   308.6
120.7000       -5932.86     -5998.07        65.21   294.0
120.7500       -5929.87     -5995.79        65.92   297.2
120.8000       -5930.59     -5996.72        66.13   298.1
120.8500       -5929.50     -5993.33        63.83   287.8
120.9000       -5927.44     -5993.11        65.67   296.1
120.9500       -5927.41     -5992.33        64.92   292.7
121.0000       -5925.38     -5994.37        68.99   311.0
121.0500       -5933.25     -5999.70        66.45   299.6
121.1000       -5931.74     -5998.37        66.63   300.4
121.1500       -5929.59     -5996.61        67.02   302.1
121.2000       -5930.77     -5995.41        64.63   291.4
121.2500       -5927.93     -5993.89        65.96   297.4
121.3000       -5926.18     -5992.54        66.35   299.2
121.3500       -5928.70     -5995.22        66.52   299.9
121.4000       -5933.73     -5998.52        64.79   292.1
121.4500       -5928.71     -5998.18        69.47   313.2
121.5000       -5930.91     -5996.83        65.91   297.2
121.5500       -5930.65     -5997.44        66.79   301.1
121.6000       -5933.34     -5998.28        64.95   292.8
121.6500       -5932.33     -5999.65        67.32   303.5
121.7000       -5931.13     -5996.21        65.08   293.4
121.7500       -5931.09     -5996.29        65.20   294.0
121.8000       -5927.91     -5994.34        66.43   299.5
121.8500       -5926.74     -5993.18        66.45   299.6
121.9000       -5929.40     -5994.80        65.40   294.9
121.9500       -5932.34     -5998.26        65.92   297.2
122.0000       -5932.67     -5998.37        65.70   296.2
122.0500       -5930.27     -5998.06        67.78   305.6
122.1000       -5931.87     -5997.30        65.44   295.0
122.1500       -5927.61     -5995.22        67.61   304.8
122.2000       -5927.95     -5994.65        66.70   300.7
122.2500       -5925.96     -5993.49        67.52   304.4
122.3000       -5927.71     -5994.33        66.62   300.4
122.3500       -5929.27     -5994.84        65.58   295.6
122.4000       -5924.59     -5993.69        69.10   311.5
122.4500       -5931.47     -5997.39        65.92   297.2
122.5000       -5929.85     -5997.41        67.56   304.6
122.5500       -5928.29     -5994.97        66.68   300.6
122.6000       -5929.72     -5995.11        65.40   294.8
122.6500       -5927.65     -5993.37        65.71   296.3
122.7000       -5928.20     -5994.02        65.82   296.7
122.7500       -5925.48     -5994.48        69.00   311.1
122.8000       -5929.48     -5995.37        65.89   297.1
122.8500       -5931.09     -5997.37        66.28   298.8
122.9000       -5929.34     -5995.95        66.61   300.3
122.9500       -5926.32     -5994.30        67.99   306.5
123.0000       -5929.98     -5995.38        65.40   294.9
123.0500       -5928.26     -5994.43        66.17   298.3
123.1000       -5926.29     -5993.72        67.43   304.0
123.1500       -5929.92     -5997.30        67.38   303.8
123.2000       -5933.30     -5999.58        66.28   298.8
123.2500       -5929.34     -5996.93        67.58   304.7
123.3000       -5926.56     -5994.96        68.40   308.4
123.3500       -5930.46     -5996.33        65.87   297.0
123.4000       -5929.26     -5996.73        67.47   304.2
123.4500       -5930.58     -5996.51        65.92   297.2
123.5000       -5929.38     -5996.25        66.87   301.5
123.5500       -5929.31     -5996.07        66.76   301.0
123.6000       -5928.35     -5994.17        65.82   296.7
123.6500       -5926.22     -5994.12        67.90   306.1
123.7000       -5929.05     -5995.91        66.86   301.4
123.7500       -5933.63     -5998.45        64.81   292.2
123.8000       -5931.51     -5996.87        65.36   294.7
123.8500       -5926.98     -5996.15        69.17   311.8
123.9000       -5935.44     -6000.10        64.67   291.5
123.9500       -5930.25     -5997.81        67.56   304.6
124.0000       -5925.62     -5993.35        67.73   305.4
124.0500       -5930.33     -5995.86        65.52   295.4
124.1000       -5929.46     -5998.33        68.88   310.5
124.1500       -5928.37     -5994.85        66.48   299.7
124.2000       -5929.78     -5996.87        67.09   302.5
124.2500       -5934.19     -5999.18        64.98   293.0
124.3000       -5929.18     -5996.61        67.44   304.0
124.3500       -5927.65     -5994.45        66.79   301.1
124.4000       -5930.81     -5996.70        65.89   297.1
124.4500       -5927.99     -5995.23        67.24   303.2
124.5000       -5929.34     -5994.17        64.82   292.3
124.5500       -5927.92     -5994.95        67.03   302.2
124.6000       -5931.22     -5997.86        66.63   300.4
124.6500       -5931.62     -5996.87        65.25   294.2
124.7000       -5926.66     -5993.60        66.94   301.8
124.7500       -5929.95     -5995.90        65.95   297.3
124.8000       -5929.57     -5996.42        66.85   301.4
124.8500       -5929.74     -5996.18        66.45   299.6
124.9000       -5931.06     -5996.76        65.70   296.2
124.9500       -5930.64     -5996.35        65.71   296.2
125.0000       -5929.68     -5996.23        66.55   300.0
125.0500       -5928.85     -5996.61        67.75   305.5
125.1000       -5931.62     -5996.15        64.54   290.9
125.1500       -5929.55     -5996.75        67.20   303.0
125.2000       -5930.91     -5996.26        65.34   294.6
125.2500       -5931.57     -5998.48        66.91   301.7
125.3000       -5930.81     -5996.73        65.92   297.2
125.3500       -5930.45     -5995.97        65.51   295.4
125.4000       -5928.14     -5994.40        66.26   298.7
125.4500       -5927.75     -5994.09        66.35   299.1
125.5000       -5928.59     -5995.29        66.70   300.7
125.5500       -5929.73     -5993.52        63.79   287.6
125.6000       -5924.57     -5993.20        68.63   309.4
125.6500       -5930.67     -5994.33        63.66   287.0
125.7000       -5930.09     -5996.22        66.13   298.1
125.7500       -5928.12     -5996.00        67.87   306.0
125.8000       -5929.16     -5997.55        68.39   308.3
125.8500       -5929.47     -5996.25        66.78   301.1
125.9000       -5928.09     -5993.22        65.13   293.6
125.9500       -5928.03     -5995.34        67.31   303.4
126.0000       -5931.12     -5995.26        64.13   289.1
126.0500       -5926.77     -5993.70        66.93   301.8
126.1000       -5927.80     -5995.43        67.63   304.9
126.1500       -5928.77     -5995.38        66.61   300.3
126.2000       -5931.16     -5998.21        67.05   302.3
126.2500       -5930.45     -5997.09        66.65   300.5
126.3000       -5929.44     -5995.02        65.58   295.6
126.3500       -5928.43     -5996.20        67.77   305.5
126.4000       -5930.57     -5995.58        65.01   293.1
126.4500       -5929.89     -5997.23        67.33   303.6
126.5000       -5929.66     -5996.96        67.30   303.4
126.5500       -5928.97     -5994.63        65.67   296.0
126.6000       -5926.09     -5994.12        68.04   306.7
126.6500       -5930.78     -5996.05        65.26   294.2
126.7000       -5926.70     -5994.91        68.21   307.5
126.7500       -5925.47     -5993.11        67.64   305.0
126.8000       -5928.17     -5994.24        66.08   297.9
126.8500       -5928.30     -5995.72        67.42   303.9
126.9000       -5926.69     -5994.93        68.24   307.6
126.9500       -5928.17     -5993.80        65.63   295.9
127.0000       -5929.17     -5997.22        68.05   306.8
127.0500       -5931.90     -5997.55        65.65   296.0
127.1000       -5931.48     -5998.38        66.89   301.6
127.1500       -5931.33     -5998.56        67.22   303.1
127.2000       -5931.33     -5997.23        65.90   297.1
127.2500       -5929.46     -5997.02        67.56   304.6
127.3000       -5931.00     -5998.20        67.21   303.0
127.3500       -5930.31     -5995.93        65.62   295.9
127.4000       -5929.39     -5996.02        66.63   300.4
127.4500       -5931.03     -5997.69        66.66   300.5
127.5000       -5927.88     -5996.62        68.74   309.9
127.5500       -5932.66     -5996.63        63.97   288.4
127.6000       -5927.47     -5993.98        66.51   299.8
127.6500       -5927.90     -5994.01        66.12   298.1
127.7000       -5931.97     -5998.46        66.49   299.7
127.7500       -5929.79     -5998.18        68.39   308.3
127.8000       -5929.27     -5995.52        66.26   298.7
127.8500       -5927.46     -5994.47        67.01   302.1
127.9000       -5931.56     -5997.45        65.89   297.0
127.9500       -5931.55     -5998.18        66.63   300.4
128.0000       -5928.84     -5997.34        68.50   308.8
128.0500       -5932.85     -5996.82        63.97   288.4
128.1000       -5926.90     -5995.54        68.64   309.5
128.1500       -5930.89     -5997.37        66.47   299.7
128.2000       -5934.05     -5999.13        65.07   293.4
128.2500       -5929.02     -5998.98        69.96   315.4
128.3000       -5932.79     -5998.72        65.94   297.3
128.3500       -5928.75     -5997.14        68.39   308.3
128.4000       -5929.94     -5996.19        66.25   298.7
128.4500       -5930.61     -5997.13        66.52   299.9
128.5000       -5930.59     -5996.82        66.23   298.6
128.5500       -5927.77     -5995.72        67.95   306.3
128.6000       -5929.34     -5996.62        67.28   303.3
128.6500       -5932.90     -5998.38        65.48   295.2
128.7000       -5930.00     -5998.22        68.21   307.5
128.7500       -5929.48     -5996.02        66.54   300.0
128.8000       -5926.92     -5994.37        67.45   304.1
128.8500       -5924.98     -5992.66        67.69   305.2
128.9000       -5928.04     -5993.32        65.28   294.3
128.9500       -5931.49     -5998.77        67.28   303.3
129.0000       -5932.43     -5998.11        65.68   296.1
129.0500       -5926.32     -5994.44        68.12   307.1
129.1000       -5929.20     -5995.05        65.85   296.9
129.1500       -5929.71     -5995.50        65.79   296.6
129.2000       -5927.83     -5997.40        69.57   313.6
129.2500       -5930.79     -5996.97        66.18   298.4
129.3000       -5927.48     -5995.28        67.80   305.7
129.3500       -5928.94     -5995.76        66.82   301.2
129.4000       -5930.60     -5997.87        67.27   303.3
129.4500       -5928.73     -5994.36        65.63   295.9
129.5000       -5926.99     -5994.36        67.37   303.7
129.5500       -5930.72     -5996.45        65.73   296.3
129.6000       -5929.61     -5994.67        65.06   293.3
129.6500       -5924.64     -5993.89        69.24   312.2
129.7000       -5929.51     -5995.14        65.64   295.9
129.7500       -5929.50     -5995.01        65.50   295.3
129.8000       -5927.15     -5994.36        67.21   303.0
129.8500       -5927.34     -5994.41        67.07   302.4
129.9000       -5931.40     -5997.65        66.25   298.7
129.9500       -5927.60     -5993.77        66.17   298.3
130.0000       -5929.18     -5995.59        66.41   299.4
130.0500       -5929.68     -5994.92        65.24   294.1
130.1000       -5926.48     -5993.83        67.35   303.6
130.1500       -5927.47     -5994.71        67.24   303.1
130.2000       -5928.23     -5995.79        67.56   304.6
130.2500       -5928.59     -5994.91        66.32   299.0
130.3000       -5928.25     -5994.58        66.34   299.1
130.3500       -5924.18     -5992.98        68.80   310.2
130.4000       -5925.05     -5993.49        68.43   308.5
130.4500       -5924.81     -5992.40        67.59   304.7
130.5000       -5928.11     -5994.42        66.31   299.0
130.5500       -5928.78     -5993.96        65.18   293.8
130.6000       -5926.95     -5992.49        65.54   295.5
130.6500       -5923.83     -5991.62        67.79   305.6
130.7000       -5925.62     -5991.61        65.99   297.5
130.7500       -5926.37     -5994.02        67.65   305.0
130.8000       -5928.68     -5993.95        65.28   294.3
130.8500       -5924.51     -5992.03        67.52   304.4
130.9000       -5927.47     -5993.33        65.86   296.9
130.9500       -5925.93     -5991.73        65.80   296.6
131.0000       -5922.75     -5991.01        68.27   307.8
131.0500       -5928.15     -5993.13        64.98   293.0
131.1000       -5926.29     -5992.02        65.73   296.3
131.1500       -5922.57     -5988.49        65.92   297.2
131.2000       -5924.12     -5989.52        65.40   294.8
131.2500       -5924.95     -5990.75        65.80   296.7
131.3000       -5922.29     -5990.84        68.55   309.0
131.3500       -5926.38     -5992.32        65.95   297.3
131.4000       -5928.18     -5994.61        66.42   299.4
131.4500       -5927.83     -5995.79        67.96   306.4
131.5000       -5923.89     -5992.40        68.50   308.8
131.5500       -5922.24     -5991.31        69.07   311.4
131.6000       -5930.26     -5994.78        64.52   290.9
131.6500       -5928.81     -5994.71        65.90   297.1
131.7000       -5924.40     -5991.91        67.50   304.3
131.7500       -5924.19     -5991.99        67.79   305.6
131.8000       -5927.07     -5992.79        65.72   296.3
131.8500       -5928.60     -5995.79        67.19   302.9
131.9000       -5929.44     -5993.95        64.51   290.8
131.9500       -5925.86     -5992.25        66.39   299.3
132.0000       -5923.58     -5991.20        67.62   304.9
132.0500       -5927.50     -5994.46        66.95   301.9
132.1000       -5928.25     -5995.42        67.16   302.8
132.1500       -5928.66     -5994.55        65.89   297.1
132.2000       -5927.78     -5995.05        67.27   303.3
132.2500       -5925.93     -5993.30        67.36   303.7
132.3000       -5927.97     -5993.29        65.32   294.5
132.3500       -5926.92     -5994.80        67.88   306.0
132.4000       -5929.54     -5997.20        67.66   305.0
132.4500       -5930.49     -5996.25        65.76   296.5
132.5000       -5925.89     -5992.42        66.52   299.9
132.5500       -5926.11     -5993.81        67.70   305.2
132.6000       -5929.99     -5994.69        64.71   291.7
132.6500       -5928.71     -5994.43        65.72   296.3
132.7000       -5926.71     -5994.08        67.37   303.7
132.7500       -5928.72     -5994.63        65.91   297.1
132.8000       -5926.77     -5992.57        65.80   296.7
132.8500       -5926.66     -5993.76        67.09   302.5
132.9000       -5931.34     -5996.25        64.90   292.6
132.9500       -5928.02     -5994.43        66.42   299.4
133.0000       -5927.61     -5994.92        67.30   303.4
133.0500       -5928.27     -5993.95        65.68   296.1
133.1000       -5928.96     -5997.45        68.49   308.8
133.1500       -5930.74     -5997.34        66.59   300.2
133.2000       -5928.57     -5993.71        65.13   293.6
133.2500       -5927.73     -5994.98        67.25   303.2
133.3000       -5931.12     -5997.00        65.89   297.0
133.3500       -5929.14     -5995.92        66.78   301.1
133.4000       -5926.38     -5996.74        70.35   317.2
133.4500       -5929.98     -5997.33        67.36   303.7
133.5000       -5929.00     -5995.92        66.92   301.7
133.5500       -5928.30     -5995.96        67.67   305.1
133.6000       -5931.38     -5997.53        66.15   298.2
133.6500       -5931.61     -5996.11        64.50   290.8
133.7000       -5926.69     -5994.52        67.83   305.8
133.7500       -5930.72     -5995.84        65.12   293.6
133.8000       -5930.75     -5997.67        66.92   301.7
133.8500       -5928.09     -5995.11        67.02   302.1
133.9000       -5929.67     -5995.73        66.06   297.8
133.9500       -5930.83     -5996.28        65.46   295.1
134.0000       -5926.97     -5995.00        68.03   306.7
134.0500       -5929.59     -5996.47        66.88   301.5
134.1000       -5929.42     -5994.67        65.25   294.2
134.1500       -5926.06     -5993.66        67.60   304.7
134.2000       -5929.01     -5993.07        64.07   288.8
134.2500       -5925.72     -5994.15        68.43   308.5
134.3000       -5926.78     -5994.68        67.90   306.1
134.3500       -5928.34     -5994.27        65.93   297.2
134.4000       -5925.72     -5995.41        69.69   314.2
134.4500       -5929.59     -5992.78        63.19   284.9
134.5000       -5927.19     -5992.59        65.40   294.8
134.5500       -5924.60     -5991.42        66.82   301.2
134.6000       -5925.96     -5990.90        64.94   292.8
134.6500       -5928.12     -5991.80        63.68   287.1
134.7000       -5926.76     -5994.12        67.36   303.7
134.7500       -5931.07     -5994.22        63.14   284.7
134.8000       -5929.29     -5995.44        66.15   298.2
134.8500       -5925.57     -5992.44        66.86   301.4
134.9000       -5928.56     -5992.10        63.54   286.4
134.9500       -5928.84     -5995.23        66.38   299.3
135.0000       -5928.87     -5995.11        66.24   298.6
135.0500       -5929.47     -5994.28        64.81   292.2
135.1000       -5929.97     -5997.44        67.47   304.2
135.1500       -5931.14     -5996.84        65.69   296.2
135.2000       -5927.53     -5997.05        69.52   313.4
135.2500       -5928.38     -5996.58        68.20   307.5
135.3000       -5930.84     -5996.63        65.79   296.6
135.3500       -5930.20     -5995.28        65.08   293.4
135.4000       -5926.63     -5995.26        68.63   309.4
135.4500       -5931.98     -5996.60        64.62   291.3
135.5000       -5929.42     -5995.91        66.49   299.7
135.5500       -5926.83     -5994.92        68.10   307.0
135.6000       -5930.59     -5997.06        66.48   299.7
135.6500       -5930.16     -5996.40        66.24   298.6
135.7000       -5924.99     -5992.76        67.78   305.6
135.7500       -5926.09     -5992.73        66.64   300.4
135.8000       -5927.74     -5993.34        65.60   295.8
135.8500       -5924.41     -5991.77        67.36   303.7
135.9000       -5928.18     -5996.90        68.72   309.8
135.9500       -5931.59     -5996.19        64.61   291.3
136.0000       -5924.90     -5994.96        70.05   315.8
136.0500       -5928.16     -5992.18        64.02   288.6
136.1000       -5926.11     -5994.08        67.97   306.4
136.1500       -5926.13     -5993.84        67.70   305.2
136.2000       -5928.25     -5994.34        66.10   298.0
136.2500       -5925.87     -5992.41        66.54   300.0
136.3000       -5925.01     -5991.40        66.39   299.3
136.3500       -5927.10     -5993.31        66.21   298.5
136.4000       -5929.37     -5994.63        65.25   294.2
136.4500       -5929.45     -5995.03        65.57   295.6
136.5000       -5927.87     -5996.39        68.52   308.9
136.5500       -5928.98     -5994.34        65.36   294.7
136.6000       -5927.40     -5994.03        66.63   300.4
136.6500       -5929.27     -5995.00        65.73   296.3
136.7000       -5929.35     -5996.34        66.99   302.0
136.7500       -5929.28     -5995.50        66.22   298.6
136.8000       -5928.03     -5996.18        68.15   307.2
136.8500       -5928.36     -5996.15        67.78   305.6
136.9000       -5928.35     -5994.68        66.33   299.0
136.9500       -5926.79     -5994.42        67.62   304.9
137.0000       -5929.93     -5995.84        65.90   297.1
137.0500       -5928.21     -5996.01        67.80   305.7
137.1000       -5927.53     -5995.13        67.60   304.8
137.1500       -5930.92     -5997.24        66.32   299.0
137.2000       -5925.35     -5993.21        67.86   305.9
137.2500       -5924.53     -5992.40        67.87   306.0
137.3000       -5926.48     -5992.94        66.45   299.6
137.3500       -5928.65     -5995.34        66.69   300.7
137.4000       -5928.98     -5995.03        66.05   297.8
137.4500       -5927.39     -5993.48        66.08   297.9
137.5000       -5927.11     -5993.25        66.14   298.2
137.5500       -5927.36     -5993.27        65.91   297.2
137.6000       -5926.50     -5992.99        66.48   299.7
137.6500       -5926.21     -5994.42        68.21   307.5
137.7000       -5929.89     -5994.82        64.93   292.7
137.7500       -5926.98     -5994.71        67.72   305.3
137.8000       -5927.33     -5993.15        65.82   296.7
137.8500       -5930.18     -5998.63        68.45   308.6
137.9000       -5929.99     -5996.74        66.75   300.9
137.9500       -5928.18     -5997.70        69.52   313.4
138.0000       -5935.02     -6000.05        65.03   293.2
138.0500       -5932.10     -5999.40        67.31   303.5
138.1000       -5927.22     -5994.03        66.81   301.2
138.1500       -5930.35     -5995.10        64.75   291.9
138.2000       -5931.08     -5997.92        66.84   301.3
