Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
13.5500        -5906.45     -5974.83        68.37   308.3
13.6000        -5909.81     -5975.45        65.64   295.9
13.6500        -5906.75     -5977.08        70.33   317.1
13.7000        -5914.06     -5977.99        63.93   288.2
13.7500        -5908.10     -5976.36        68.26   307.7
13.8000        -5909.34     -5977.90        68.56   309.1
13.8500        -5912.93     -5979.65        66.72   300.8
13.9000        -5908.86     -5977.73        68.87   310.5
13.9500        -5911.03     -5977.07        66.04   297.7
14.0000        -5910.82     -5978.34        67.52   304.4
14.0500        -5914.59     -5979.31        64.72   291.8
14.1000        -5910.63     -5977.90        67.26   303.2
14.1500        -5911.61     -5978.43        66.83   301.3
14.2000        -5911.99     -5977.59        65.60   295.7
14.2500        -5907.36     -5977.24        69.87   315.0
14.3000        -5912.84     -5979.89        67.05   302.3
14.3500        -5911.86     -5976.38        64.52   290.9
14.4000        -5907.29     -5974.80        67.51   304.4
14.4500        -5908.74     -5976.59        67.84   305.9
14.5000        -5913.84     -5977.42        63.58   286.7
14.5500        -5912.46     -5978.70        66.24   298.7
14.6000        -5911.53     -5979.21        67.69   305.2
14.6500        -5913.31     -5978.10        64.78   292.1
14.7000        -5905.89     -5976.09        70.20   316.5
14.7500        -5910.32     -5975.60        65.28   294.3
14.8000        -5909.59     -5975.63        66.04   297.7
14.8500        -5907.71     -5973.93        66.22   298.5
14.9000        -5910.24     -5976.58        66.33   299.1
14.9500        -5911.20     -5975.02        63.82   287.7
15.0000        -5906.55     -5974.37        67.83   305.8
15.0500        -5908.28     -5974.19        65.91   297.2
15.1000        -5910.07     -5976.09        66.02   297.6
15.1500        -5906.21     -5975.45        69.24   312.2
15.2000        -5911.66     -5975.98        64.32   290.0
15.2500        -5910.19     -5977.68        67.49   304.3
15.3000        -5904.40     -5971.78        67.38   303.8
15.3500        -5906.75     -5972.85        66.10   298.0
15.4000        -5906.07     -5974.90        68.83   310.3
15.4500        -5907.96     -5975.13        67.17   302.8
15.5000        -5909.15     -5975.33        66.18   298.4
15.5500        -5905.06     -5973.10        68.04   306.8
15.6000        -5904.76     -5971.92        67.16   302.8
15.6500        -5909.66     -5975.16        65.50   295.3
15.7000        -5906.53     -5973.24        66.70   300.7
15.7500        -5909.34     -5975.48        66.13   298.2
15.8000        -5912.51     -5977.43        64.92   292.7
15.8500        -5907.81     -5975.05        67.24   303.1
15.9000        -5911.01     -5976.03        65.02   293.1
15.9500        -5911.49     -5976.96        65.46   295.1
16.0000        -5907.59     -5974.80        67.21   303.0
16.0500        -5910.37     -5975.22        64.85   292.4
16.1000        -5910.26     -5977.91        67.65   305.0
16.1500        -5908.57     -5975.36        66.80   301.1
16.2000        -5903.75     -5973.66        69.91   315.2
16.2500        -5910.68     -5976.20        65.52   295.4
16.3000        -5912.51     -5978.40        65.89   297.1
16.3500        -5909.76     -5977.06        67.30   303.4
16.4000        -5909.11     -5975.42        66.31   298.9
16.4500        -5912.41     -5977.08        64.67   291.5
16.5000        -5909.29     -5975.11        65.82   296.7
16.5500        -5907.05     -5975.04        68.00   306.6
16.6000        -5911.10     -5977.01        65.91   297.2
16.6500        -5909.32     -5978.21        68.90   310.6
16.7000        -5908.81     -5974.98        66.16   298.3
16.7500        -5908.84     -5976.21        67.37   303.7
16.8000        -5910.59     -5978.47        67.88   306.0
16.8500        -5914.04     -5978.48        64.44   290.5
16.9000        -5909.12     -5976.67        67.55   304.5
16.9500        -5911.33     -5976.38        65.05   293.3
17.0000        -5911.01     -5976.43        65.42   294.9
17.0500        -5907.25     -5976.45        69.20   312.0
17.1000        -5914.29     -5979.28        64.99   293.0
17.1500        -5909.99     -5977.94        67.95   306.3
17.2000        -5906.81     -5974.15        67.34   303.6
17.2500        -5912.15     -5977.49        65.34   294.6
17.3000        -5912.14     -5977.94        65.79   296.6
17.3500        -5910.58     -5978.13        67.55   304.5
17.4000        -5910.32     -5978.92        68.61   309.3
17.4500        -5913.79     -5978.13        64.34   290.1
17.5000        -5909.49     -5976.84        67.35   303.6
17.5500        -5908.35     -5975.47        67.13   302.6
17.6000        -5914.04     -5979.52        65.48   295.2
17.6500        -5911.56     -5978.42        66.86   301.4
17.7000        -5907.54     -5973.51        65.97   297.4
17.7500        -5909.42     -5976.96        67.54   304.5
17.8000        -5913.47     -5977.40        63.92   288.2
17.8500        -5908.81     -5975.30        66.50   299.8
17.9000        -5907.91     -5974.34        66.42   299.5
17.9500        -5909.67     -5976.88        67.21   303.0
18.0000        -5910.72     -5975.48        64.75   291.9
18.0500        -5908.81     -5975.85        67.03   302.2
18.1000        -5909.43     -5974.52        65.09   293.4
18.1500        -5912.87     -5977.82        64.95   292.8
18.2000        -5912.00     -5979.54        67.54   304.5
18.2500        -5910.92     -5977.89        66.97   301.9
18.3000        -5912.10     -5978.58        66.47   299.7
18.3500        -5912.46     -5978.67        66.20   298.5
18.4000        -5911.44     -5977.56        66.11   298.1
18.4500        -5908.76     -5977.41        68.64   309.5
18.5000        -5912.53     -5977.76        65.23   294.1
18.5500        -5911.46     -5977.58        66.12   298.1
18.6000        -5910.26     -5977.06        66.80   301.1
18.6500        -5913.58     -5980.71        67.13   302.7
18.7000        -5914.15     -5978.33        64.18   289.4
18.7500        -5908.28     -5975.41        67.13   302.6
18.8000        -5910.45     -5976.92        66.47   299.7
18.8500        -5912.28     -5977.93        65.65   296.0
18.9000        -5910.32     -5977.26        66.94   301.8
18.9500        -5912.19     -5977.21        65.02   293.2
19.0000        -5911.58     -5978.07        66.49   299.8
19.0500        -5905.69     -5974.31        68.62   309.3
19.1000        -5907.44     -5975.02        67.58   304.7
19.1500        -5912.29     -5978.37        66.08   297.9
19.2000        -5909.70     -5977.71        68.01   306.6
19.2500        -5911.43     -5976.94        65.51   295.3
19.3000        -5910.23     -5977.97        67.73   305.4
19.3500        -5910.19     -5978.23        68.04   306.8
19.4000        -5911.01     -5977.11        66.10   298.0
19.4500        -5909.64     -5975.23        65.60   295.7
19.5000        -5907.74     -5973.66        65.91   297.1
19.5500        -5908.98     -5976.12        67.14   302.7
19.6000        -5909.51     -5976.73        67.22   303.1
19.6500        -5908.94     -5975.97        67.03   302.2
19.7000        -5910.33     -5976.01        65.68   296.1
19.7500        -5910.85     -5977.56        66.71   300.8
19.8000        -5911.25     -5977.65        66.40   299.3
19.8500        -5909.01     -5976.83        67.81   305.7
19.9000        -5911.24     -5978.60        67.36   303.7
19.9500        -5913.21     -5978.13        64.92   292.7
20.0000        -5910.38     -5980.55        70.17   316.4
20.0500        -5912.76     -5978.26        65.50   295.3
20.1000        -5908.98     -5976.61        67.63   304.9
20.1500        -5909.87     -5976.69        66.83   301.3
20.2000        -5912.45     -5978.72        66.27   298.8
20.2500        -5911.82     -5978.68        66.85   301.4
20.3000        -5909.13     -5979.09        69.96   315.4
20.3500        -5914.18     -5980.35        66.17   298.3
20.4000        -5913.25     -5978.24        64.99   293.0
20.4500        -5908.81     -5975.49        66.68   300.6
20.5000        -5911.29     -5977.33        66.04   297.7
20.5500        -5911.45     -5978.46        67.01   302.1
20.6000        -5911.26     -5976.23        64.98   293.0
20.6500        -5908.43     -5974.98        66.55   300.0
20.7000        -5909.63     -5976.41        66.78   301.1
20.7500        -5910.87     -5978.90        68.02   306.7
20.8000        -5915.01     -5979.45        64.43   290.5
20.8500        -5912.59     -5979.47        66.88   301.5
20.9000        -5912.19     -5980.68        68.49   308.8
20.9500        -5913.81     -5979.01        65.20   293.9
21.0000        -5912.50     -5977.67        65.16   293.8
21.0500        -5910.55     -5980.47        69.93   315.3
21.1000        -5912.61     -5979.87        67.26   303.2
21.1500        -5915.87     -5981.59        65.72   296.3
21.2000        -5911.49     -5980.31        68.82   310.3
21.2500        -5912.26     -5978.09        65.82   296.8
21.3000        -5908.44     -5976.12        67.68   305.1
21.3500        -5910.25     -5978.94        68.69   309.7
21.4000        -5914.23     -5979.18        64.95   292.8
21.4500        -5909.38     -5977.30        67.92   306.2
21.5000        -5913.41     -5979.79        66.39   299.3
21.5500        -5915.79     -5980.56        64.77   292.0
21.6000        -5911.56     -5980.04        68.48   308.7
21.6500        -5915.12     -5979.72        64.60   291.3
21.7000        -5913.06     -5979.18        66.12   298.1
21.7500        -5907.60     -5975.39        67.79   305.6
21.8000        -5911.47     -5977.78        66.31   299.0
21.8500        -5913.72     -5979.69        65.97   297.4
21.9000        -5912.75     -5980.76        68.01   306.6
21.9500        -5913.86     -5979.24        65.38   294.7
22.0000        -5910.45     -5979.66        69.21   312.0
22.0500        -5913.84     -5979.37        65.53   295.4
22.1000        -5916.04     -5982.96        66.92   301.7
22.1500        -5913.58     -5980.51        66.94   301.8
22.2000        -5912.09     -5979.01        66.92   301.7
22.2500        -5913.55     -5979.27        65.72   296.3
22.3000        -5913.57     -5979.06        65.49   295.3
22.3500        -5911.18     -5977.38        66.21   298.5
22.4000        -5913.46     -5981.11        67.65   305.0
22.4500        -5914.85     -5981.74        66.89   301.6
22.5000        -5913.25     -5979.71        66.46   299.6
22.5500        -5914.49     -5978.81        64.32   290.0
22.6000        -5911.22     -5978.16        66.95   301.8
22.6500        -5912.32     -5979.48        67.15   302.7
22.7000        -5915.97     -5981.40        65.43   295.0
22.7500        -5914.42     -5981.41        66.99   302.0
22.8000        -5911.18     -5980.00        68.81   310.2
22.8500        -5917.04     -5980.95        63.91   288.1
22.9000        -5914.73     -5981.02        66.30   298.9
22.9500        -5911.30     -5978.14        66.84   301.3
23.0000        -5912.48     -5980.15        67.67   305.1
23.0500        -5915.07     -5979.67        64.59   291.2
23.1000        -5912.47     -5980.01        67.53   304.5
23.1500        -5911.97     -5980.06        68.09   307.0
23.2000        -5917.09     -5981.75        64.66   291.5
23.2500        -5913.48     -5979.96        66.48   299.7
23.3000        -5910.10     -5977.33        67.23   303.1
23.3500        -5911.85     -5977.91        66.05   297.8
23.4000        -5911.78     -5978.90        67.12   302.6
23.4500        -5911.91     -5978.02        66.11   298.1
23.5000        -5909.19     -5977.64        68.44   308.6
23.5500        -5913.70     -5979.14        65.44   295.0
23.6000        -5906.54     -5975.57        69.03   311.2
23.6500        -5908.53     -5976.09        67.56   304.6
23.7000        -5916.12     -5979.33        63.22   285.0
23.7500        -5909.46     -5977.49        68.03   306.7
23.8000        -5911.08     -5977.44        66.35   299.1
23.8500        -5910.65     -5976.19        65.54   295.5
23.9000        -5909.15     -5975.95        66.80   301.2
23.9500        -5912.17     -5979.17        67.00   302.1
24.0000        -5913.41     -5980.44        67.04   302.2
24.0500        -5913.69     -5980.80        67.12   302.6
24.1000        -5909.22     -5976.17        66.95   301.8
24.1500        -5910.68     -5976.55        65.86   296.9
24.2000        -5910.45     -5978.16        67.72   305.3
24.2500        -5909.43     -5976.27        66.84   301.3
24.3000        -5909.73     -5974.70        64.97   292.9
24.3500        -5910.79     -5975.51        64.72   291.8
24.4000        -5909.80     -5975.46        65.65   296.0
24.4500        -5905.78     -5974.48        68.70   309.7
24.5000        -5913.16     -5977.94        64.78   292.0
24.5500        -5910.87     -5976.64        65.77   296.5
24.6000        -5908.70     -5977.43        68.73   309.8
24.6500        -5912.63     -5978.34        65.72   296.3
24.7000        -5913.36     -5977.95        64.59   291.2
24.7500        -5906.93     -5975.61        68.67   309.6
24.8000        -5911.54     -5976.20        64.65   291.5
24.8500        -5912.93     -5977.42        64.49   290.7
24.9000        -5907.69     -5975.28        67.59   304.7
24.9500        -5909.71     -5975.98        66.26   298.7
25.0000        -5913.08     -5979.68        66.60   300.2
25.0500        -5914.71     -5979.44        64.73   291.8
25.1000        -5911.49     -5977.29        65.80   296.6
25.1500        -5910.47     -5977.18        66.71   300.8
25.2000        -5912.93     -5976.81        63.87   288.0
25.2500        -5912.34     -5977.83        65.49   295.3
25.3000        -5912.42     -5978.80        66.38   299.3
25.3500        -5913.93     -5980.39        66.46   299.6
25.4000        -5914.23     -5978.86        64.63   291.4
25.4500        -5909.03     -5978.37        69.34   312.6
25.5000        -5913.32     -5977.27        63.95   288.3
25.5500        -5912.44     -5979.17        66.74   300.9
25.6000        -5910.53     -5977.32        66.79   301.1
25.6500        -5911.01     -5976.13        65.12   293.6
25.7000        -5909.13     -5975.33        66.20   298.5
25.7500        -5907.93     -5974.76        66.84   301.3
25.8000        -5910.20     -5976.62        66.42   299.5
25.8500        -5910.92     -5977.32        66.40   299.4
25.9000        -5911.16     -5978.00        66.84   301.3
25.9500        -5913.60     -5979.67        66.07   297.9
26.0000        -5914.21     -5981.85        67.64   304.9
26.0500        -5911.11     -5979.08        67.97   306.4
26.1000        -5915.26     -5980.10        64.84   292.3
26.1500        -5915.48     -5981.08        65.61   295.8
26.2000        -5913.44     -5979.85        66.41   299.4
26.2500        -5911.01     -5978.03        67.02   302.1
26.3000        -5910.33     -5976.61        66.28   298.8
26.3500        -5908.18     -5974.58        66.41   299.4
26.4000        -5909.58     -5977.82        68.24   307.7
26.4500        -5912.39     -5978.36        65.97   297.4
26.5000        -5909.35     -5976.26        66.92   301.7
26.5500        -5909.90     -5977.17        67.27   303.3
26.6000        -5913.60     -5979.06        65.46   295.1
26.6500        -5911.51     -5977.03        65.51   295.4
26.7000        -5908.72     -5978.07        69.35   312.7
26.7500        -5912.33     -5976.09        63.76   287.4
26.8000        -5911.01     -5976.60        65.59   295.7
26.8500        -5910.11     -5979.15        69.03   311.2
26.9000        -5912.82     -5976.81        64.00   288.5
26.9500        -5907.70     -5976.59        68.88   310.5
27.0000        -5913.86     -5977.54        63.68   287.1
27.0500        -5914.72     -5981.82        67.10   302.5
27.1000        -5912.73     -5978.76        66.03   297.7
27.1500        -5909.90     -5976.35        66.45   299.6
27.2000        -5909.85     -5976.92        67.06   302.3
27.2500        -5912.88     -5978.84        65.96   297.4
27.3000        -5911.49     -5977.95        66.46   299.6
27.3500        -5909.24     -5975.14        65.90   297.1
27.4000        -5910.22     -5976.01        65.79   296.6
27.4500        -5911.82     -5978.42        66.60   300.3
27.5000        -5913.32     -5978.91        65.58   295.7
27.5500        -5910.79     -5976.88        66.08   297.9
27.6000        -5907.91     -5975.75        67.84   305.9
27.6500        -5912.32     -5975.48        63.16   284.7
27.7000        -5906.94     -5975.57        68.63   309.4
27.7500        -5906.84     -5974.47        67.63   304.9
27.8000        -5909.96     -5977.44        67.48   304.2
