Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
67.3500     -1190580.28  -1190647.86        67.58   304.7
67.4000     -1190581.16  -1190647.77        66.62   300.3
67.4500     -1190583.94  -1190649.31        65.37   294.7
67.5000     -1190579.26  -1190645.53        66.27   298.8
67.5500     -1190579.23  -1190645.92        66.68   300.6
67.6000     -1190583.05  -1190646.66        63.61   286.8
67.6500     -1190580.79  -1190647.82        67.03   302.2
67.7000     -1190579.88  -1190645.19        65.31   294.4
67.7500     -1190579.30  -1190645.45        66.15   298.2
67.8000     -1190579.23  -1190646.13        66.90   301.6
67.8500     -1190582.16  -1190649.11        66.95   301.8
67.9000     -1190581.05  -1190647.99        66.95   301.8
67.9500     -1190579.17  -1190646.18        67.01   302.1
68.0000     -1190581.46  -1190648.49        67.03   302.2
68.0500     -1190584.33  -1190650.27        65.94   297.3
68.1000     -1190581.15  -1190647.34        66.19   298.4
68.1500     -1190578.20  -1190646.07        67.87   306.0
68.2000     -1190582.57  -1190648.44        65.87   297.0
68.2500     -1190579.93  -1190646.91        66.98   302.0
68.3000     -1190579.05  -1190647.80        68.76   310.0
68.3500     -1190581.75  -1190646.42        64.66   291.5
68.4000     -1190579.69  -1190646.66        66.97   301.9
68.4500     -1190582.96  -1190648.92        65.96   297.4
68.5000     -1190582.81  -1190649.08        66.27   298.8
68.5500     -1190580.15  -1190647.36        67.22   303.0
68.6000     -1190579.88  -1190647.56        67.68   305.1
68.6500     -1190583.57  -1190649.37        65.80   296.7
68.7000     -1190581.39  -1190648.17        66.78   301.1
68.7500     -1190580.29  -1190645.32        65.03   293.2
68.8000     -1190578.01  -1190645.45        67.44   304.1
68.8500     -1190580.34  -1190647.15        66.81   301.2
68.9000     -1190579.87  -1190646.50        66.63   300.4
68.9500     -1190579.85  -1190646.14        66.29   298.9
69.0000     -1190580.59  -1190645.51        64.92   292.7
69.0500     -1190578.95  -1190646.08        67.13   302.6
69.1000     -1190578.84  -1190644.63        65.79   296.6
69.1500     -1190575.42  -1190642.74        67.32   303.5
69.2000     -1190577.96  -1190643.81        65.84   296.8
69.2500     -1190579.27  -1190644.90        65.63   295.9
69.3000     -1190579.34  -1190646.20        66.86   301.4
69.3500     -1190577.39  -1190643.03        65.64   295.9
69.4000     -1190577.16  -1190643.19        66.03   297.7
69.4500     -1190579.32  -1190644.88        65.56   295.6
69.5000     -1190578.57  -1190645.86        67.29   303.4
69.5500     -1190577.82  -1190645.19        67.37   303.7
69.6000     -1190581.28  -1190647.70        66.42   299.5
69.6500     -1190581.06  -1190646.43        65.37   294.7
69.7000     -1190576.56  -1190646.03        69.47   313.2
69.7500     -1190577.79  -1190642.77        64.97   292.9
69.8000     -1190576.95  -1190643.55        66.60   300.3
69.8500     -1190575.89  -1190641.04        65.14   293.7
69.9000     -1190577.57  -1190641.83        64.26   289.7
69.9500     -1190576.69  -1190643.17        66.48   299.7
70.0000     -1190576.76  -1190643.97        67.21   303.0
70.0500     -1190579.32  -1190644.51        65.19   293.9
70.1000     -1190575.68  -1190643.63        67.94   306.3
70.1500     -1190575.65  -1190643.66        68.01   306.6
70.2000     -1190577.80  -1190644.54        66.74   300.9
70.2500     -1190577.70  -1190643.18        65.49   295.2
70.3000     -1190574.49  -1190642.48        67.99   306.5
70.3500     -1190578.92  -1190643.63        64.71   291.7
70.4000     -1190579.93  -1190647.30        67.36   303.7
70.4500     -1190580.08  -1190646.16        66.08   297.9
70.5000     -1190580.42  -1190645.36        64.95   292.8
70.5500     -1190576.63  -1190645.05        68.42   308.5
70.6000     -1190577.99  -1190643.17        65.18   293.9
70.6500     -1190578.74  -1190644.30        65.56   295.6
70.7000     -1190577.52  -1190644.50        66.98   302.0
70.7500     -1190579.27  -1190644.36        65.09   293.5
70.8000     -1190577.20  -1190644.46        67.25   303.2
70.8500     -1190580.32  -1190642.71        62.39   281.3
70.9000     -1190578.80  -1190646.01        67.21   303.0
70.9500     -1190576.68  -1190643.04        66.37   299.2
71.0000     -1190576.36  -1190643.26        66.90   301.6
71.0500     -1190578.08  -1190643.51        65.43   295.0
71.1000     -1190576.15  -1190643.42        67.28   303.3
71.1500     -1190576.05  -1190643.01        66.97   301.9
71.2000     -1190583.03  -1190645.96        62.93   283.7
71.2500     -1190576.76  -1190645.58        68.82   310.3
71.3000     -1190579.74  -1190645.75        66.00   297.6
71.3500     -1190579.70  -1190645.76        66.05   297.8
71.4000     -1190576.43  -1190643.94        67.51   304.4
71.4500     -1190577.19  -1190644.00        66.82   301.2
71.5000     -1190578.33  -1190645.29        66.96   301.9
71.5500     -1190581.81  -1190647.84        66.03   297.7
71.6000     -1190579.74  -1190647.51        67.77   305.5
71.6500     -1190580.04  -1190644.87        64.83   292.3
71.7000     -1190580.24  -1190645.98        65.74   296.4
71.7500     -1190578.53  -1190645.17        66.64   300.4
71.8000     -1190575.87  -1190644.83        68.96   310.9
71.8500     -1190575.99  -1190643.87        67.88   306.0
71.9000     -1190576.95  -1190642.53        65.57   295.6
71.9500     -1190577.33  -1190644.40        67.08   302.4
72.0000     -1190580.96  -1190646.99        66.04   297.7
72.0500     -1190583.50  -1190649.10        65.59   295.7
72.1000     -1190582.22  -1190648.01        65.78   296.6
72.1500     -1190576.66  -1190642.91        66.25   298.7
72.2000     -1190575.45  -1190643.10        67.65   305.0
72.2500     -1190579.83  -1190644.75        64.93   292.7
72.3000     -1190578.34  -1190643.92        65.58   295.7
72.3500     -1190578.98  -1190645.56        66.58   300.2
72.4000     -1190579.68  -1190644.90        65.22   294.0
72.4500     -1190576.06  -1190645.16        69.10   311.5
72.5000     -1190580.14  -1190646.12        65.98   297.5
72.5500     -1190580.53  -1190647.87        67.35   303.6
72.6000     -1190578.54  -1190645.73        67.19   302.9
72.6500     -1190578.78  -1190644.98        66.20   298.5
72.7000     -1190578.81  -1190645.31        66.50   299.8
72.7500     -1190578.62  -1190644.31        65.69   296.2
72.8000     -1190579.64  -1190647.76        68.12   307.1
72.8500     -1190583.83  -1190648.66        64.83   292.3
72.9000     -1190578.77  -1190647.11        68.34   308.1
72.9500     -1190577.73  -1190643.87        66.14   298.2
73.0000     -1190577.80  -1190645.46        67.66   305.0
73.0500     -1190582.08  -1190648.02        65.94   297.3
73.1000     -1190577.89  -1190645.17        67.28   303.3
73.1500     -1190574.62  -1190643.23        68.61   309.3
73.2000     -1190577.29  -1190644.51        67.21   303.0
73.2500     -1190580.40  -1190645.67        65.28   294.3
73.3000     -1190581.17  -1190648.05        66.88   301.5
73.3500     -1190581.51  -1190646.73        65.23   294.1
73.4000     -1190579.51  -1190645.07        65.56   295.6
73.4500     -1190579.07  -1190645.92        66.85   301.4
73.5000     -1190581.48  -1190648.08        66.60   300.3
73.5500     -1190578.16  -1190645.10        66.94   301.8
73.6000     -1190578.23  -1190643.62        65.39   294.8
73.6500     -1190576.34  -1190642.07        65.74   296.4
73.7000     -1190576.08  -1190642.46        66.39   299.3
73.7500     -1190576.14  -1190641.89        65.75   296.4
73.8000     -1190576.13  -1190643.72        67.60   304.7
73.8500     -1190582.45  -1190646.90        64.46   290.6
73.9000     -1190579.14  -1190645.63        66.49   299.8
73.9500     -1190577.67  -1190643.24        65.57   295.6
74.0000     -1190577.19  -1190642.74        65.56   295.5
74.0500     -1190579.66  -1190644.19        64.53   290.9
74.1000     -1190580.59  -1190646.21        65.63   295.9
74.1500     -1190579.98  -1190644.73        64.75   291.9
74.2000     -1190577.20  -1190643.67        66.47   299.7
74.2500     -1190575.34  -1190643.30        67.96   306.4
74.3000     -1190580.19  -1190645.03        64.84   292.3
74.3500     -1190580.26  -1190645.70        65.44   295.0
74.4000     -1190577.08  -1190644.83        67.76   305.5
74.4500     -1190579.75  -1190647.19        67.44   304.0
74.5000     -1190583.27  -1190650.44        67.17   302.8
74.5500     -1190578.40  -1190646.64        68.24   307.7
74.6000     -1190578.26  -1190645.19        66.92   301.7
74.6500     -1190582.44  -1190647.17        64.73   291.8
74.7000     -1190579.26  -1190646.67        67.41   303.9
74.7500     -1190578.05  -1190644.64        66.59   300.2
74.8000     -1190581.16  -1190645.81        64.65   291.5
74.8500     -1190581.40  -1190648.72        67.32   303.5
74.9000     -1190583.05  -1190647.00        63.96   288.3
74.9500     -1190577.83  -1190644.41        66.59   300.2
75.0000     -1190578.63  -1190645.49        66.86   301.4
75.0500     -1190580.69  -1190647.39        66.70   300.7
75.1000     -1190577.00  -1190644.82        67.82   305.8
75.1500     -1190580.43  -1190645.46        65.03   293.2
75.2000     -1190580.29  -1190646.98        66.69   300.7
75.2500     -1190578.03  -1190643.02        64.99   293.0
75.3000     -1190576.11  -1190644.05        67.94   306.3
75.3500     -1190576.89  -1190642.52        65.63   295.9
75.4000     -1190577.08  -1190644.26        67.17   302.8
75.4500     -1190576.05  -1190641.55        65.50   295.3
75.5000     -1190576.39  -1190644.36        67.97   306.4
75.5500     -1190581.77  -1190647.52        65.76   296.5
75.6000     -1190581.37  -1190648.62        67.26   303.2
75.6500     -1190580.93  -1190647.62        66.69   300.7
75.7000     -1190580.02  -1190646.58        66.56   300.1
75.7500     -1190575.57  -1190643.79        68.22   307.6
75.8000     -1190579.74  -1190645.23        65.49   295.2
75.8500     -1190578.36  -1190646.56        68.20   307.5
75.9000     -1190576.20  -1190644.31        68.11   307.1
75.9500     -1190578.10  -1190644.06        65.96   297.4
76.0000     -1190582.18  -1190647.33        65.15   293.7
76.0500     -1190576.98  -1190644.26        67.27   303.3
76.1000     -1190575.23  -1190643.56        68.33   308.0
76.1500     -1190579.12  -1190645.32        66.20   298.5
76.2000     -1190581.10  -1190645.53        64.43   290.5
76.2500     -1190576.27  -1190644.22        67.95   306.3
76.3000     -1190580.30  -1190644.69        64.38   290.3
76.3500     -1190579.38  -1190645.38        66.00   297.5
76.4000     -1190577.33  -1190645.58        68.26   307.7
76.4500     -1190579.75  -1190645.76        66.01   297.6
76.5000     -1190577.43  -1190644.39        66.96   301.9
76.5500     -1190579.09  -1190644.93        65.84   296.8
76.6000     -1190580.16  -1190646.44        66.28   298.8
76.6500     -1190579.35  -1190646.25        66.90   301.6
76.7000     -1190581.00  -1190647.65        66.65   300.5
76.7500     -1190579.91  -1190647.63        67.71   305.3
76.8000     -1190581.72  -1190648.49        66.77   301.0
76.8500     -1190579.11  -1190645.44        66.33   299.0
76.9000     -1190579.31  -1190645.17        65.86   296.9
76.9500     -1190580.51  -1190647.70        67.20   302.9
77.0000     -1190580.70  -1190647.47        66.76   301.0
77.0500     -1190579.97  -1190645.59        65.62   295.8
77.1000     -1190579.53  -1190646.11        66.59   300.2
77.1500     -1190578.95  -1190646.39        67.44   304.1
77.2000     -1190578.90  -1190644.97        66.07   297.9
77.2500     -1190576.12  -1190643.14        67.02   302.2
77.3000     -1190577.54  -1190642.56        65.02   293.1
77.3500     -1190578.67  -1190644.19        65.53   295.4
77.4000     -1190576.83  -1190645.16        68.33   308.1
77.4500     -1190582.93  -1190648.14        65.21   294.0
77.5000     -1190578.71  -1190645.46        66.75   300.9
77.5500     -1190577.62  -1190645.06        67.44   304.0
77.6000     -1190583.73  -1190647.96        64.24   289.6
77.6500     -1190578.88  -1190647.74        68.85   310.4
77.7000     -1190579.32  -1190644.69        65.37   294.7
77.7500     -1190579.19  -1190647.43        68.24   307.7
77.8000     -1190583.19  -1190649.34        66.15   298.2
77.8500     -1190582.23  -1190648.51        66.28   298.8
77.9000     -1190580.36  -1190645.49        65.14   293.7
77.9500     -1190578.55  -1190644.15        65.60   295.7
78.0000     -1190575.89  -1190642.83        66.94   301.8
78.0500     -1190578.24  -1190644.32        66.08   297.9
78.1000     -1190578.46  -1190646.39        67.93   306.2
78.1500     -1190583.16  -1190650.14        66.98   302.0
78.2000     -1190583.93  -1190649.26        65.33   294.5
78.2500     -1190580.31  -1190647.03        66.73   300.8
78.3000     -1190578.21  -1190645.36        67.15   302.7
78.3500     -1190581.97  -1190647.47        65.50   295.3
78.4000     -1190581.60  -1190647.45        65.85   296.9
78.4500     -1190580.17  -1190646.56        66.39   299.3
78.5000     -1190579.62  -1190647.13        67.51   304.4
78.5500     -1190583.51  -1190648.09        64.58   291.1
78.6000     -1190579.98  -1190646.13        66.15   298.2
78.6500     -1190578.19  -1190645.06        66.87   301.5
78.7000     -1190578.27  -1190644.68        66.41   299.4
78.7500     -1190577.98  -1190645.57        67.59   304.7
78.8000     -1190581.78  -1190646.86        65.09   293.4
78.8500     -1190579.86  -1190646.98        67.13   302.6
78.9000     -1190578.42  -1190646.35        67.93   306.3
78.9500     -1190578.62  -1190644.91        66.29   298.9
79.0000     -1190577.89  -1190644.46        66.57   300.1
79.0500     -1190580.91  -1190646.33        65.43   295.0
79.1000     -1190576.77  -1190642.42        65.65   296.0
79.1500     -1190571.41  -1190642.60        71.19   321.0
79.2000     -1190580.37  -1190642.77        62.40   281.3
79.2500     -1190577.08  -1190645.45        68.37   308.2
79.3000     -1190575.82  -1190641.42        65.60   295.7
79.3500     -1190576.26  -1190644.69        68.43   308.5
79.4000     -1190580.42  -1190645.11        64.69   291.7
79.4500     -1190576.13  -1190642.92        66.79   301.1
79.5000     -1190575.21  -1190643.79        68.58   309.2
79.5500     -1190579.13  -1190644.49        65.36   294.7
79.6000     -1190576.42  -1190644.84        68.42   308.4
79.6500     -1190582.69  -1190646.55        63.86   287.9
79.7000     -1190580.51  -1190647.59        67.08   302.4
79.7500     -1190577.43  -1190644.10        66.67   300.6
79.8000     -1190577.05  -1190645.01        67.96   306.4
79.8500     -1190583.11  -1190646.55        63.43   286.0
79.9000     -1190577.78  -1190645.29        67.51   304.4
79.9500     -1190578.38  -1190644.47        66.09   298.0
80.0000     -1190577.10  -1190643.56        66.46   299.6
80.0500     -1190578.29  -1190645.88        67.59   304.7
80.1000     -1190579.50  -1190644.43        64.93   292.7
80.1500     -1190576.95  -1190643.72        66.76   301.0
80.2000     -1190579.67  -1190644.54        64.87   292.5
80.2500     -1190576.96  -1190645.60        68.65   309.5
80.3000     -1190577.45  -1190643.18        65.74   296.4
80.3500     -1190579.55  -1190645.80        66.25   298.7
80.4000     -1190578.16  -1190643.68        65.51   295.4
80.4500     -1190577.32  -1190644.05        66.73   300.8
80.5000     -1190578.62  -1190644.20        65.58   295.7
80.5500     -1190579.01  -1190644.44        65.43   295.0
80.6000     -1190576.47  -1190642.20        65.73   296.3
80.6500     -1190575.62  -1190642.63        67.01   302.1
80.7000     -1190579.31  -1190644.59        65.28   294.3
80.7500     -1190577.60  -1190645.61        68.00   306.6
80.8000     -1190577.66  -1190643.94        66.28   298.8
80.8500     -1190576.73  -1190646.48        69.75   314.5
80.9000     -1190582.01  -1190646.86        64.84   292.3
80.9500     -1190577.75  -1190646.55        68.80   310.2
81.0000     -1190578.91  -1190644.80        65.89   297.1
81.0500     -1190577.45  -1190645.27        67.82   305.8
81.1000     -1190578.57  -1190644.89        66.32   299.0
81.1500     -1190579.55  -1190647.06        67.51   304.4
81.2000     -1190583.42  -1190648.41        64.99   293.0
81.2500     -1190578.92  -1190646.02        67.10   302.5
81.3000     -1190578.63  -1190646.04        67.40   303.9
81.3500     -1190583.23  -1190647.93        64.70   291.7
81.4000     -1190578.84  -1190645.11        66.27   298.8
81.4500     -1190575.59  -1190642.90        67.30   303.4
81.5000     -1190577.28  -1190644.84        67.56   304.6
81.5500     -1190581.72  -1190646.01        64.29   289.8
81.6000     -1190579.22  -1190647.14        67.93   306.2
81.6500     -1190580.00  -1190647.02        67.02   302.2
81.7000     -1190579.10  -1190647.41        68.30   307.9
81.7500     -1190581.36  -1190645.67        64.31   289.9
81.8000     -1190576.24  -1190644.18        67.94   306.3
81.8500     -1190574.09  -1190641.88        67.79   305.6
81.9000     -1190576.45  -1190643.80        67.36   303.7
81.9500     -1190581.90  -1190646.59        64.69   291.6
82.0000     -1190580.05  -1190648.06        68.01   306.6
82.0500     -1190580.70  -1190647.16        66.45   299.6
82.1000     -1190581.54  -1190646.41        64.87   292.4
82.1500     -1190577.32  -1190646.05        68.73   309.8
82.2000     -1190579.15  -1190643.55        64.40   290.3
82.2500     -1190577.26  -1190644.60        67.34   303.6
82.3000     -1190582.23  -1190647.01        64.78   292.1
82.3500     -1190578.14  -1190645.93        67.79   305.6
82.4000     -1190580.05  -1190645.69        65.64   295.9
82.4500     -1190578.53  -1190643.74        65.21   294.0
82.5000     -1190579.83  -1190646.96        67.12   302.6
82.5500     -1190581.26  -1190646.99        65.73   296.3
82.6000     -1190576.57  -1190644.83        68.26   307.7
82.6500     -1190580.72  -1190644.92        64.20   289.4
82.7000     -1190582.04  -1190646.89        64.85   292.4
82.7500     -1190580.16  -1190647.18        67.02   302.1
82.8000     -1190575.89  -1190642.61        66.72   300.8
82.8500     -1190577.03  -1190643.67        66.64   300.4
82.9000     -1190580.98  -1190645.98        65.00   293.0
82.9500     -1190578.82  -1190647.02        68.20   307.5
83.0000     -1190578.59  -1190645.52        66.93   301.7
83.0500     -1190579.13  -1190644.96        65.83   296.8
83.1000     -1190578.13  -1190644.06        65.93   297.2
83.1500     -1190576.76  -1190643.57        66.81   301.2
83.2000     -1190580.21  -1190645.62        65.41   294.9
83.2500     -1190577.65  -1190643.69        66.04   297.7
83.3000     -1190580.03  -1190645.10        65.07   293.3
83.3500     -1190579.67  -1190648.05        68.38   308.3
83.4000     -1190584.38  -1190647.43        63.05   284.3
83.4500     -1190577.59  -1190645.03        67.44   304.1
83.5000     -1190579.41  -1190646.63        67.22   303.1
83.5500     -1190581.97  -1190647.23        65.26   294.2
83.6000     -1190576.52  -1190646.16        69.65   314.0
83.6500     -1190580.82  -1190646.41        65.60   295.7
83.7000     -1190582.73  -1190648.83        66.09   298.0
83.7500     -1190577.51  -1190644.99        67.48   304.2
83.8000     -1190579.11  -1190646.79        67.68   305.1
83.8500     -1190581.20  -1190649.08        67.88   306.0
83.9000     -1190576.57  -1190643.47        66.90   301.6
83.9500     -1190582.78  -1190648.57        65.80   296.6
84.0000     -1190585.01  -1190650.52        65.50   295.3
84.0500     -1190579.50  -1190645.77        66.27   298.8
84.1000     -1190578.47  -1190643.50        65.03   293.2
84.1500     -1190576.58  -1190645.17        68.59   309.2
84.2000     -1190579.36  -1190646.06        66.69   300.7
84.2500     -1190577.26  -1190643.66        66.40   299.4
84.3000     -1190577.39  -1190645.58        68.19   307.4
84.3500     -1190581.25  -1190646.83        65.58   295.7
84.4000     -1190578.58  -1190647.81        69.24   312.1
84.4500     -1190582.82  -1190647.77        64.95   292.8
84.5000     -1190579.18  -1190646.89        67.71   305.3
84.5500     -1190575.96  -1190644.62        68.66   309.6
84.6000     -1190581.79  -1190646.61        64.82   292.2
84.6500     -1190581.36  -1190647.79        66.43   299.5
84.7000     -1190576.92  -1190642.91        65.99   297.5
84.7500     -1190577.85  -1190644.28        66.43   299.5
84.8000     -1190578.78  -1190645.48        66.70   300.7
84.8500     -1190575.05  -1190644.02        68.97   310.9
84.9000     -1190579.12  -1190645.18        66.06   297.8
84.9500     -1190579.72  -1190645.14        65.42   294.9
85.0000     -1190580.83  -1190646.79        65.96   297.4
85.0500     -1190578.14  -1190644.44        66.30   298.9
85.1000     -1190577.90  -1190645.51        67.62   304.8
85.1500     -1190583.16  -1190647.97        64.81   292.2
85.2000     -1190578.83  -1190645.74        66.92   301.7
85.2500     -1190579.29  -1190644.99        65.69   296.2
85.3000     -1190580.65  -1190644.48        63.83   287.8
85.3500     -1190573.15  -1190642.58        69.43   313.0
85.4000     -1190575.77  -1190641.27        65.50   295.3
85.4500     -1190579.88  -1190647.05        67.18   302.9
85.5000     -1190582.54  -1190647.76        65.22   294.0
85.5500     -1190579.81  -1190646.43        66.63   300.4
85.6000     -1190578.65  -1190644.12        65.47   295.2
85.6500     -1190576.55  -1190644.48        67.93   306.3
85.7000     -1190575.84  -1190644.36        68.51   308.9
85.7500     -1190581.78  -1190646.29        64.51   290.8
85.8000     -1190577.48  -1190644.60        67.12   302.6
85.8500     -1190575.49  -1190643.61        68.11   307.1
85.9000     -1190575.98  -1190644.22        68.24   307.6
85.9500     -1190582.84  -1190647.54        64.70   291.7
86.0000     -1190577.07  -1190644.81        67.74   305.4
86.0500     -1190574.49  -1190641.72        67.23   303.1
86.1000     -1190580.67  -1190644.66        63.99   288.5
86.1500     -1190581.61  -1190648.46        66.85   301.4
86.2000     -1190581.31  -1190647.81        66.50   299.8
86.2500     -1190577.71  -1190645.00        67.29   303.4
86.3000     -1190579.91  -1190647.18        67.27   303.3
86.3500     -1190582.41  -1190648.94        66.53   300.0
86.4000     -1190581.68  -1190647.52        65.84   296.8
86.4500     -1190581.49  -1190647.09        65.59   295.7
86.5000     -1190578.05  -1190645.07        67.02   302.2
86.5500     -1190580.40  -1190646.24        65.84   296.8
86.6000     -1190580.45  -1190647.56        67.11   302.6
86.6500     -1190581.03  -1190648.16        67.12   302.6
86.7000     -1190581.98  -1190648.89        66.92   301.7
86.7500     -1190582.66  -1190647.55        64.89   292.6
86.8000     -1190577.57  -1190644.88        67.31   303.4
86.8500     -1190578.48  -1190646.13        67.65   305.0
86.9000     -1190579.66  -1190645.25        65.58   295.7
86.9500     -1190580.88  -1190646.36        65.48   295.2
87.0000     -1190579.71  -1190646.98        67.27   303.3
87.0500     -1190582.75  -1190647.66        64.91   292.6
87.1000     -1190578.34  -1190646.29        67.95   306.3
87.1500     -1190579.61  -1190645.77        66.15   298.3
87.2000     -1190576.38  -1190642.52        66.14   298.2
87.2500     -1190576.74  -1190645.32        68.59   309.2
87.3000     -1190584.67  -1190649.39        64.72   291.8
87.3500     -1190579.47  -1190646.06        66.59   300.2
87.4000     -1190577.79  -1190645.05        67.26   303.2
87.4500     -1190578.96  -1190647.00        68.04   306.8
87.5000     -1190581.55  -1190646.42        64.87   292.5
87.5500     -1190574.88  -1190643.63        68.74   309.9
87.6000     -1190582.69  -1190648.01        65.32   294.5
87.6500     -1190583.09  -1190649.31        66.22   298.6
87.7000     -1190577.74  -1190645.88        68.13   307.2
87.7500     -1190577.78  -1190644.60        66.82   301.3
87.8000     -1190579.26  -1190645.33        66.07   297.9
87.8500     -1190577.75  -1190644.04        66.29   298.9
87.9000     -1190576.86  -1190644.77        67.91   306.2
87.9500     -1190577.89  -1190643.94        66.05   297.8
88.0000     -1190575.62  -1190642.40        66.78   301.1
88.0500     -1190578.22  -1190643.87        65.65   296.0
88.1000     -1190579.95  -1190645.91        65.96   297.4
88.1500     -1190580.96  -1190647.39        66.43   299.5
88.2000     -1190579.65  -1190646.81        67.16   302.8
88.2500     -1190582.34  -1190648.05        65.71   296.2
88.3000     -1190580.61  -1190646.45        65.84   296.8
88.3500     -1190577.97  -1190643.74        65.76   296.5
88.4000     -1190576.94  -1190643.80        66.86   301.4
88.4500     -1190578.35  -1190645.16        66.81   301.2
88.5000     -1190581.50  -1190646.55        65.05   293.3
88.5500     -1190580.86  -1190648.14        67.29   303.3
88.6000     -1190583.76  -1190649.34        65.58   295.7
88.6500     -1190581.40  -1190647.97        66.57   300.1
88.7000     -1190577.17  -1190644.03        66.86   301.4
88.7500     -1190578.70  -1190646.49        67.80   305.7
88.8000     -1190584.27  -1190649.33        65.06   293.3
88.8500     -1190579.58  -1190644.84        65.26   294.2
88.9000     -1190578.29  -1190644.26        65.97   297.4
88.9500     -1190582.27  -1190647.64        65.36   294.7
89.0000     -1190580.05  -1190648.27        68.22   307.6
89.0500     -1190582.38  -1190648.29        65.92   297.2
89.1000     -1190580.88  -1190647.40        66.52   299.9
89.1500     -1190578.39  -1190646.59        68.20   307.5
89.2000     -1190580.45  -1190645.97        65.53   295.4
89.2500     -1190580.95  -1190648.36        67.42   304.0
89.3000     -1190581.27  -1190646.40        65.12   293.6
89.3500     -1190581.54  -1190647.80        66.26   298.7
89.4000     -1190578.58  -1190646.48        67.90   306.1
89.4500     -1190578.87  -1190647.48        68.61   309.3
89.5000     -1190583.62  -1190649.17        65.55   295.5
89.5500     -1190577.75  -1190645.01        67.26   303.2
89.6000     -1190577.05  -1190643.63        66.58   300.2
89.6500     -1190579.07  -1190644.66        65.59   295.7
89.7000     -1190575.28  -1190643.64        68.36   308.2
89.7500     -1190578.76  -1190646.62        67.86   305.9
89.8000     -1190581.54  -1190646.80        65.26   294.2
89.8500     -1190576.08  -1190643.37        67.29   303.4
89.9000     -1190579.19  -1190645.78        66.59   300.2
89.9500     -1190582.36  -1190647.95        65.59   295.7
90.0000     -1190580.63  -1190645.10        64.47   290.7
90.0500     -1190575.15  -1190644.07        68.92   310.7
90.1000     -1190581.77  -1190646.49        64.71   291.7
90.1500     -1190582.36  -1190647.22        64.86   292.4
90.2000     -1190579.06  -1190645.69        66.62   300.4
90.2500     -1190577.54  -1190645.89        68.35   308.2
90.3000     -1190579.86  -1190647.50        67.65   305.0
90.3500     -1190582.55  -1190648.15        65.60   295.7
90.4000     -1190580.34  -1190646.72        66.38   299.2
90.4500     -1190579.91  -1190646.57        66.67   300.5
90.5000     -1190582.67  -1190647.89        65.22   294.0
90.5500     -1190579.45  -1190646.36        66.90   301.6
90.6000     -1190581.07  -1190647.70        66.63   300.4
90.6500     -1190581.18  -1190646.16        64.99   293.0
90.7000     -1190579.39  -1190646.82        67.43   304.0
90.7500     -1190583.13  -1190650.66        67.53   304.4
90.8000     -1190583.19  -1190650.10        66.91   301.7
90.8500     -1190583.65  -1190648.48        64.83   292.3
90.9000     -1190582.41  -1190648.14        65.74   296.4
90.9500     -1190577.84  -1190647.24        69.40   312.9
91.0000     -1190582.56  -1190646.01        63.45   286.0
91.0500     -1190578.81  -1190645.12        66.32   299.0
91.1000     -1190579.37  -1190644.90        65.53   295.4
91.1500     -1190581.16  -1190646.79        65.63   295.9
91.2000     -1190580.76  -1190648.40        67.63   304.9
91.2500     -1190583.12  -1190646.98        63.86   287.9
91.3000     -1190580.34  -1190647.00        66.66   300.5
91.3500     -1190578.57  -1190646.85        68.28   307.8
91.4000     -1190581.68  -1190649.18        67.50   304.3
91.4500     -1190581.01  -1190647.42        66.41   299.4
91.5000     -1190580.98  -1190647.46        66.48   299.7
91.5500     -1190583.75  -1190647.63        63.88   288.0
91.6000     -1190578.59  -1190647.26        68.67   309.6
91.6500     -1190580.54  -1190646.86        66.32   299.0
91.7000     -1190580.57  -1190646.79        66.22   298.5
91.7500     -1190581.02  -1190646.01        64.99   293.0
91.8000     -1190580.25  -1190646.12        65.87   297.0
91.8500     -1190582.38  -1190648.37        65.98   297.5
91.9000     -1190581.93  -1190647.92        65.99   297.5
91.9500     -1190580.61  -1190646.74        66.13   298.1
92.0000     -1190577.39  -1190644.07        66.68   300.6
92.0500     -1190581.08  -1190647.10        66.01   297.6
92.1000     -1190582.76  -1190647.00        64.24   289.6
92.1500     -1190576.07  -1190645.43        69.37   312.7
92.2000     -1190581.00  -1190646.48        65.48   295.2
92.2500     -1190582.50  -1190648.68        66.17   298.3
92.3000     -1190581.71  -1190647.87        66.15   298.2
92.3500     -1190579.47  -1190645.75        66.28   298.8
92.4000     -1190579.28  -1190644.41        65.13   293.6
92.4500     -1190579.77  -1190646.66        66.89   301.5
92.5000     -1190581.93  -1190647.95        66.02   297.7
92.5500     -1190582.07  -1190647.01        64.93   292.7
92.6000     -1190578.17  -1190646.14        67.97   306.4
92.6500     -1190579.84  -1190645.57        65.73   296.3
92.7000     -1190580.23  -1190647.20        66.97   301.9
92.7500     -1190579.22  -1190646.71        67.49   304.3
92.8000     -1190580.45  -1190645.41        64.96   292.9
92.8500     -1190581.87  -1190646.53        64.65   291.5
92.9000     -1190580.12  -1190646.50        66.38   299.3
92.9500     -1190581.13  -1190647.62        66.48   299.7
93.0000     -1190582.55  -1190649.69        67.13   302.7
93.0500     -1190578.15  -1190646.77        68.62   309.4
93.1000     -1190580.16  -1190647.72        67.56   304.6
93.1500     -1190581.85  -1190647.59        65.74   296.4
